,0,0,1,2,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0
0,0.0,0.0,0.0,0.0,13227.0,0.0,0.0,0.0,0.0,29,0,21,0,10,0,0,19,10,0,0,1,0,2,0,27,5
1,0.0,0.0,0.0,0.0,10779.0,0.0,0.0,0.0,0.0,19,0,29,0,2,0,0,1,4,0,0,0,0,0,0,4,2
2,0.0,1.0,11.734480857849121,0.0,148.5,15302.5,0.0,0.0,0.0,20,0,18,2,6,1,22,5,0,6,3,0,5,24,0,2,3
3,0.0,0.0,0.0,0.0,11875.0,0.0,0.0,0.0,0.0,13,0,20,0,7,0,2,12,4,0,0,3,0,1,5,15,5
4,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,14.0,2,0,24,0,13,0,1,51,0,6,0,5,0,5,1,1,4
5,0.0,0.0,0.0,0.0,12038.5,0.0,0.0,0.0,0.0,7,0,9,0,1,0,0,16,0,0,0,0,0,2,0,17,4
6,0.0,0.0,0.0,0.0,9068.5,0.0,0.0,0.0,0.0,17,1,13,0,1,0,8,0,0,0,0,1,0,14,0,1,4
7,0.0,0.0,0.0,0.0,12275.0,0.0,0.0,0.0,0.0,3,0,1,0,3,0,0,33,0,0,0,4,0,0,0,33,4
8,0.0,0.0,0.0,0.0,10149.0,0.0,0.0,0.0,0.0,31,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1,3
9,0.0,0.0,0.0,0.0,9423.0,0.0,0.0,0.0,0.0,25,0,37,0,6,0,1,1,9,0,0,13,0,0,1,7,4
10,0.0,0.0,0.0,0.0,15248.0,0.0,0.0,0.0,0.0,4,0,1,0,9,0,28,0,0,0,0,0,0,2,21,1,4
11,0.0,0.0,0.0,0.0,2211.5,0.0,0.0,0.0,0.0,1,0,9,0,7,0,0,0,10,0,0,0,0,6,0,4,3
12,0.0,0.0,0.0,0.0,12326.0,0.0,0.0,0.0,0.0,16,0,17,0,0,0,16,0,0,0,4,0,0,0,24,1,4
13,0.0,0.0,0.0,0.0,17736.5,0.0,0.0,0.0,0.0,5,0,16,0,2,0,0,21,0,0,0,0,0,1,0,25,4
14,0.0,0.0,0.0,0.0,12269.0,0.0,0.0,0.0,0.0,4,0,2,0,14,0,0,18,0,0,0,0,0,1,0,20,4
15,0.0,0.0,0.0,0.0,13178.0,0.0,0.0,0.0,0.0,21,0,35,0,1,0,0,8,4,0,0,2,0,12,0,20,2
16,0.0,1.0,12.64304256439209,0.0,13439.0,0.0,0.0,0.0,0.0,11,0,21,0,2,7,24,0,0,3,0,0,1,31,0,1,3
17,0.0,0.0,0.0,0.0,14615.5,0.0,0.0,0.0,0.0,2,0,2,0,10,0,25,0,0,0,2,0,0,0,26,8,4
18,0.0,0.0,0.0,0.0,12430.0,0.0,0.0,0.0,0.0,1,0,4,0,3,0,0,23,0,0,0,5,0,0,1,25,4
